"AIRPORT","DISPLAY_AIRPORT_NAME","DISPLAY_AIRPORT_CITY_NAME_FULL","AIRPORT_WAC","AIRPORT_COUNTRY_NAME","AIRPORT_COUNTRY_CODE_ISO","AIRPORT_STATE_NAME","AIRPORT_STATE_CODE","AIRPORT_STATE_FIPS","CITY_MARKET_ID","DISPLAY_CITY_MARKET_NAME_FULL","CITY_MARKET_WAC","LATITUDE","LONGITUDE",
"LVK","Livermore Municipal","Livermore, CA",91,"United States","US","California","CA","06",33117,"Livermore, CA",91,37.69361111,-121.82027778,
"LVM","Livingston Airport","Livingston, MT",84,"United States","US","Montana","MT","30",33118,"Livingston, MT",84,45.66666667,-110.56666667,
"LVO","Laverton Airport","Laverton, Australia",802,"Australia","AU","","","",33119,"Laverton, Australia",802,-28.61361111,122.42388889,
"LVO","Laverton Airport","Laverton, Australia",802,"Australia","AU","","","",33119,"Laverton, Australia",802,-28.61527778,122.42277778,
"LVS","Las Vegas Municipal","Las Vegas, NM",86,"United States","US","New Mexico","NM","35",33120,"Las Vegas, NM",86,35.65416667,-105.14250000,
"LWB","Greenbrier Valley","Lewisburg, WV",39,"United States","US","West Virginia","WV","54",33121,"Lewisburg, WV",39,37.85972222,-80.39861111,
"LWB","Greenbrier Valley","Lewisburg, WV",39,"United States","US","West Virginia","WV","54",33121,"Lewisburg, WV",39,37.85833333,-80.39944444,
"LWC","Lawrence Municipal","Lawrence, KS",62,"United States","US","Kansas","KS","20",33122,"Lawrence, KS",62,39.00916667,-95.21750000,
"LWC","Lawrence Municipal","Lawrence, KS",62,"United States","US","Kansas","KS","20",33122,"Lawrence, KS",62,39.01111111,-95.21638889,
"LWF","Lawrenceburg-Lawrence County","Lawrenceburg, TN",54,"United States","US","Tennessee","TN","47",33123,"Lawrenceburg, TN",54,35.23416667,-87.25805556,
"LWF","Lawrenceburg-Lawrence County","Lawrenceburg, TN",54,"United States","US","Tennessee","TN","47",33123,"Lawrenceburg, TN",54,35.23444444,-87.25805556,
"LWF","Lawrenceburg-Lawrence County","Lawrenceburg, TN",54,"United States","US","Tennessee","TN","47",33123,"Lawrenceburg, TN",54,35.23416667,-87.25805556,
"LWF","Lawrenceburg-Lawrence County","Lawrenceburg, TN",54,"United States","US","Tennessee","TN","47",33123,"Lawrenceburg, TN",54,35.23444444,-87.25805556,
"LWL","Harriet Field","Wells, NV",85,"United States","US","Nevada","NV","32",33124,"Wells, NV",85,41.11388889,-114.92333333,
"LWL","Wells Municipal/Harriet Field","Wells, NV",85,"United States","US","Nevada","NV","32",33124,"Wells, NV",85,41.11722222,-114.92222222,
"LWM","Lawrence Municipal","Lawrence, MA",13,"United States","US","Massachusetts","MA","25",33125,"Lawrence, MA",13,42.71750000,-71.12250000,
"LWM","Lawrence Municipal","Lawrence, MA",13,"United States","US","Massachusetts","MA","25",33125,"Lawrence, MA",13,42.71722222,-71.12333333,
"LWM","Lawrence Municipal","Lawrence, MA",13,"United States","US","Massachusetts","MA","25",33125,"Lawrence, MA",13,42.71722222,-71.12361111,
"LWM","Lawrence Municipal","Lawrence, MA",13,"United States","US","Massachusetts","MA","25",33125,"Lawrence, MA",13,42.71722222,-71.12333333,
"LWM","Lawrence Municipal","Lawrence, MA",13,"United States","US","Massachusetts","MA","25",33125,"Lawrence, MA",13,42.71722222,-71.12361111,
"LWO","Snilow","Lviv, U.S.S.R.",489,"U.S.S.R.","SU","","","",33126,"Lviv, U.S.S.R.",489,49.81250000,23.95750000,
"LWO","Lviv International","Lviv, Ukraine",488,"Ukraine","UA","","","",33126,"Lviv, Ukraine",488,49.81250000,23.95750000,
"LWO","Lviv International","Lviv, Ukraine",488,"Ukraine","UA","","","",33126,"Lviv, Ukraine",488,49.80972222,23.95805556,
"LWO","Lviv International","Lviv, Ukraine",488,"Ukraine","UA","","","",33126,"Lviv, Ukraine",488,49.80972222,23.95833333,
"LWO","Lviv International","Lviv, Ukraine",488,"Ukraine","UA","","","",33126,"Lviv, Ukraine",488,49.81250000,23.95750000,
"LWO","Lviv International","Lviv, Ukraine",488,"Ukraine","UA","","","",33126,"Lviv, Ukraine",488,49.80972222,23.95833333,
"LWS","Lewiston Nez Perce County","Lewiston, ID",83,"United States","US","Idaho","ID","16",33127,"Lewiston, ID",83,46.37472222,-117.01444444,
"LWS","Lewiston Nez Perce County","Lewiston, ID",83,"United States","US","Idaho","ID","16",33127,"Lewiston, ID",83,46.37444444,-117.01527778,
"LWT","Lewistown Municipal","Lewistown, MT",84,"United States","US","Montana","MT","30",33128,"Lewistown, MT",84,47.05111111,-109.47111111,
"LWT","Lewistown Municipal","Lewistown, MT",84,"United States","US","Montana","MT","30",33128,"Lewistown, MT",84,47.04916667,-109.46666667,
"LWV","Lawrenceville-Vincennes International","Lawrenceville, IL",41,"United States","US","Illinois","IL","17",33129,"Lawrenceville, IL",41,38.76305556,-87.60111111,
"LWV","Lawrenceville-Vincennes International","Lawrenceville, IL",41,"United States","US","Illinois","IL","17",33129,"Lawrenceville, IL",41,38.76416667,-87.60555556,
"LWY","Lawas Airport","Lawas, Malaysia",749,"Malaysia","MY","","","",33130,"Lawas, Malaysia",749,4.85000000,115.40500000,
"LWY","Lawas Airport","Lawas, Malaysia",749,"Malaysia","MY","","","",33130,"Lawas, Malaysia",749,4.84916667,115.40277778,
"LWY","Lawas Airport","Lawas, Malaysia",749,"Malaysia","MY","","","",33130,"Lawas, Malaysia",749,4.84972222,115.40805556,
"LXA","Gonggar","Lhasa, China",713,"China","CN","","","",33131,"Lhasa, China",713,29.29722222,90.91333333,
"LXN","Jim Kelly Field","Lexington, NE",65,"United States","US","Nebraska","NE","31",33132,"Lexington, NE",65,40.79055556,-99.77583333,
"LXR","Luxor International","Luxor, Egypt",591,"Egypt","EG","","","",33133,"Luxor, Egypt",591,25.67305556,32.70750000,
"LXR","Luxor International","Luxor, Egypt",591,"Egypt","EG","","","",33133,"Luxor, Egypt",591,25.67111111,32.70666667,
"LXS","Lemnos Airport","Lemnos, Greece",433,"Greece","GR","","","",33134,"Lemnos, Greece",433,39.91666667,25.25000000,
"LXV","Lake County","Leadville, CO",82,"United States","US","Colorado","CO","08",33135,"Leadville, CO",82,39.21944444,-106.31638889,
"LXV","Lake County","Leadville, CO",82,"United States","US","Colorado","CO","08",33135,"Leadville, CO",82,39.22027778,-106.31611111,
"LYB","Edward Bodden","Little Cayman, Cayman Islands",233,"Cayman Islands","KY","","","",33136,"Little Cayman, Cayman Islands",233,19.65916667,-80.09083333,
"LYB","Edward Bodden","Little Cayman, Cayman Islands",233,"Cayman Islands","KY","","","",33136,"Little Cayman, Cayman Islands",233,19.66055556,-80.09000000,
"LYB","Edward Bodden","Little Cayman, Cayman Islands",233,"Cayman Islands","KY","","","",33136,"Little Cayman, Cayman Islands",233,19.66027778,-80.08944444,
"LYB","Edward Bodden","Little Cayman, Cayman Islands",233,"Cayman Islands","KY","","","",33136,"Little Cayman, Cayman Islands",233,19.66055556,-80.09000000,
"LYB","Edward Bodden","Little Cayman, Cayman Islands",233,"Cayman Islands","KY","","","",33136,"Little Cayman, Cayman Islands",233,19.66027778,-80.08944444,
"LYC","Lycksele Airport","Lycksele, Sweden",484,"Sweden","SE","","","",33137,"Lycksele, Sweden",484,64.54916667,18.71694444,
"LYC","Lycksele Airport","Lycksele, Sweden",484,"Sweden","SE","","","",33137,"Lycksele, Sweden",484,64.54833333,18.71611111,
"LYC","Lycksele Airport","Lycksele, Sweden",484,"Sweden","SE","","","",33137,"Lycksele, Sweden",484,64.54916667,18.71444444,
"LYC","Lycksele Airport","Lycksele, Sweden",484,"Sweden","SE","","","",33137,"Lycksele, Sweden",484,64.54833333,18.71611111,
"LYC","Lycksele Airport","Lycksele, Sweden",484,"Sweden","SE","","","",33137,"Lycksele, Sweden",484,64.54916667,18.71444444,
"LYE","RAF Lyneham","Lyneham, United Kingdom",493,"United Kingdom","GB","","","",33138,"Lyneham, United Kingdom",493,51.50805556,-1.98833333,
"LYE","RAF Lyneham","Lyneham, United Kingdom",493,"United Kingdom","GB","","","",33138,"Lyneham, United Kingdom",493,51.50527778,-1.99333333,
"LYG","Lianyungang Baitabu","Jiangsu, China",713,"China","CN","","","",36483,"Jiangsu, China",713,34.57194444,118.87361111,
"LYH","Lynchburg Regional/Preston Glenn Field","Lynchburg, VA",38,"United States","US","Virginia","VA","51",33139,"Lynchburg, VA",38,37.32694444,-79.20111111,
"LYH","Lynchburg Regional/Preston Glenn Field","Lynchburg, VA",38,"United States","US","Virginia","VA","51",33139,"Lynchburg, VA",38,37.32666667,-79.20111111,
"LYN","Bron","Lyon, France",427,"France","FR","","","",33140,"Lyon, France",427,45.72944444,4.93888889,
"LYN","Lyon Bron","Lyon, France",427,"France","FR","","","",33140,"Lyon, France",427,45.72944444,4.93888889,
"LYN","Lyon Bron","Lyon, France",427,"France","FR","","","",33140,"Lyon, France",427,45.72722222,4.94416667,
"LYN","Bron","Lyon, France",427,"France","FR","","","",33140,"Lyon, France",427,45.72944444,4.93888889,
"LYN","Lyon Bron","Lyon, France",427,"France","FR","","","",33140,"Lyon, France",427,45.72722222,4.94416667,
"LYP","Lyallpur Airport","Lyallpur, Pakistan",764,"Pakistan","PK","","","",33141,"Lyallpur, Pakistan",764,31.36916667,72.99805556,
"LYP","Faisalabad International","Faisalabad, Pakistan",764,"Pakistan","PK","","","",33141,"Faisalabad, Pakistan",764,31.36916667,72.99805556,
"LYP","Faisalabad International","Faisalabad, Pakistan",764,"Pakistan","PK","","","",33141,"Faisalabad, Pakistan",764,31.36527778,72.99555556,
"LYR","Svalbard","Longyearbyen, Norway",465,"Norway","NO","","","",33142,"Longyearbyen, Norway",465,78.24527778,15.46944444,
"LYS","Satolas","Lyon, France",427,"France","FR","","","",33140,"Lyon, France",427,45.72555556,5.08166667,
"LYS","Saint Exupery","Lyon, France",427,"France","FR","","","",33140,"Lyon, France",427,45.72638889,5.09083333,
"LYS","Saint Exupery","Lyon, France",427,"France","FR","","","",33140,"Lyon, France",427,45.72555556,5.08111111,
"LYS","Lyon Saint Exupery","Lyon, France",427,"France","FR","","","",33140,"Lyon, France",427,45.72555556,5.08111111,
"LYS","Saint Exupery","Lyon, France",427,"France","FR","","","",33140,"Lyon, France",427,45.72555556,5.08111111,
"LYS","Lyon Saint Exupery","Lyon, France",427,"France","FR","","","",33140,"Lyon, France",427,45.72555556,5.08111111,
"LYU","Ely Municipal","Ely, MN",63,"United States","US","Minnesota","MN","27",33144,"Ely, MN",63,47.82444444,-91.83083333,
"LYU","Ely Municipal","Ely, MN",63,"United States","US","Minnesota","MN","27",33144,"Ely, MN",63,47.82388889,-91.82944444,
"LYU","Ely Municipal","Ely, MN",63,"United States","US","Minnesota","MN","27",33144,"Ely, MN",63,47.82444444,-91.83083333,
"LYU","Ely Municipal","Ely, MN",63,"United States","US","Minnesota","MN","27",33144,"Ely, MN",63,47.82388889,-91.82944444,
"LYX","London Ashford","Lydd, United Kingdom",493,"United Kingdom","GB","","","",33145,"Lydd, United Kingdom",493,50.95416667,0.94027778,
"LZC","Lazaro Cardenas Airport","Lazaro Cardenas, Mexico",148,"Mexico","MX","","","",33146,"Lazaro Cardenas, Mexico",148,18.00166667,-102.22111111,
"LZC","Lazaro Cardenas Airport","Lazaro Cardenas, Mexico",148,"Mexico","MX","","","",33146,"Lazaro Cardenas, Mexico",148,17.98888889,-102.21944444,
"LZH","Liuzhou South","Liuzhou, China",713,"China","CN","","","",33147,"Liuzhou, China",713,24.20777778,109.39138889,
"LZH","Liuzhou Bailian","Liuzhou, China",713,"China","CN","","","",33147,"Liuzhou, China",713,24.20777778,109.39138889,
"LZO","Luzhou Airport","Luzhou, China",713,"China","CN","","","",33149,"Luzhou, China",713,28.85250000,105.39250000,
"LZO","Luzhou Airport","Luzhou, China",713,"China","CN","","","",33149,"Luzhou, China",713,28.88333333,105.35000000,
"LZR","Lizard Island Airport","Lizard Island, Australia",802,"Australia","AU","","","",33150,"Lizard Island, Australia",802,-14.66666667,145.45027778,
"LZR","Lizard Island Airport","Lizard Island, Australia",802,"Australia","AU","","","",33150,"Lizard Island, Australia",802,-14.67277778,145.45416667,
"LZU","Gwinnett County - Briscoe Field","Lawrenceville, GA",34,"United States","US","Georgia","GA","13",33151,"Lawrenceville, GA",34,33.97805556,-83.96250000,
"LZU","Gwinnett County - Briscoe Field","Lawrenceville, GA",34,"United States","US","Georgia","GA","13",33151,"Lawrenceville, GA",34,33.97777778,-83.96222222,
"MA1","Katama Airpark","Edgartown, MA",13,"United States","US","Massachusetts","MA","25",33152,"Edgartown, MA",13,41.35833333,-70.52444444,
"MA2","Turners Falls","Montague, MA",13,"United States","US","Massachusetts","MA","25",36469,"Montague, MA",13,42.59138889,-72.52277778,
"MA2","Turners Falls","Montague, MA",13,"United States","US","Massachusetts","MA","25",36469,"Montague, MA",13,42.59166667,-72.52305556,
"MA2","Turners Falls","Montague, MA",13,"United States","US","Massachusetts","MA","25",36469,"Montague, MA",13,42.59138889,-72.52277778,
"MA2","Turners Falls","Montague, MA",13,"United States","US","Massachusetts","MA","25",36469,"Montague, MA",13,42.59166667,-72.52305556,
"MA3","Taunton Municipal King Field","Taunton, MA",13,"United States","US","Massachusetts","MA","25",36477,"Taunton, MA",13,41.87444444,-71.01666667,
"MA3","Taunton Municipal King Field","Taunton, MA",13,"United States","US","Massachusetts","MA","25",36477,"Taunton, MA",13,41.87444444,-71.01638889,
"MA3","Taunton Municipal King Field","Taunton, MA",13,"United States","US","Massachusetts","MA","25",36477,"Taunton, MA",13,41.87444444,-71.01666667,
"MA3","Taunton Municipal King Field","Taunton, MA",13,"United States","US","Massachusetts","MA","25",36477,"Taunton, MA",13,41.87444444,-71.01638889,
"MA4","Marshfield Municipal George Harlow Field","Marshfield, MA",13,"United States","US","Massachusetts","MA","25",36516,"Marshfield, MA",13,42.09833333,-70.67222222,
"MA4","Marshfield Municipal George Harlow Field","Marshfield, MA",13,"United States","US","Massachusetts","MA","25",36516,"Marshfield, MA",13,42.09750000,-70.67305556,
"MA4","Marshfield Municipal George Harlow Field","Marshfield, MA",13,"United States","US","Massachusetts","MA","25",36516,"Marshfield, MA",13,42.09833333,-70.67222222,
"MA4","Marshfield Municipal George Harlow Field","Marshfield, MA",13,"United States","US","Massachusetts","MA","25",36516,"Marshfield, MA",13,42.09750000,-70.67305556,
"MA5","Northampton Airport","Northampton, MA",13,"United States","US","Massachusetts","MA","25",36529,"Northampton, MA",13,42.32805556,-72.61111111,
"MA5","Northampton Airport","Northampton, MA",13,"United States","US","Massachusetts","MA","25",36529,"Northampton, MA",13,42.32805556,-72.61138889,
"MA5","Northampton Airport","Northampton, MA",13,"United States","US","Massachusetts","MA","25",36529,"Northampton, MA",13,42.32805556,-72.61111111,
"MA6","Hopedale Industrial Park","Hopedale, MA",13,"United States","US","Massachusetts","MA","25",36779,"Hopedale, MA",13,42.10638889,-71.51000000,
"MAA","Madras International","Madras, India",733,"India","IN","","","",33153,"Madras, India",733,12.99333333,80.17694444,
"MAA","Chennai International","Chennai, India",733,"India","IN","","","",33153,"Chennai, India",733,12.99333333,80.17694444,
"MAA","Chennai International","Chennai, India",733,"India","IN","","","",33153,"Chennai, India",733,12.99444444,80.18055556,
"MAB","Maraba Airport","Maraba, Brazil",316,"Brazil","BR","","","",33154,"Maraba, Brazil",316,-5.36666667,-49.16666667,
"MAB","Maraba Airport","Maraba, Brazil",316,"Brazil","BR","","","",33154,"Maraba, Brazil",316,-5.36861111,-49.13805556,
"MAB","Para Joao Correa Da Rocha","Maraba, Brazil",316,"Brazil","BR","","","",33154,"Maraba, Brazil",316,-5.36861111,-49.13805556,
"MAB","Joao Correa Da Rocha","Maraba, Brazil",316,"Brazil","BR","","","",33154,"Maraba, Brazil",316,-5.36861111,-49.13805556,
"MAB","Maraba Airport","Maraba, Brazil",316,"Brazil","BR","","","",33154,"Maraba, Brazil",316,-5.36861111,-49.13805556,
"MAB","Joao Correa Da Rocha","Maraba, Brazil",316,"Brazil","BR","","","",33154,"Maraba, Brazil",316,-5.36861111,-49.13805556,
"MAC","Macon Downtown","Macon, GA",34,"United States","US","Georgia","GA","13",33155,"Macon, GA",34,32.82250000,-83.56222222,
"MAC","Macon Downtown","Macon, GA",34,"United States","US","Georgia","GA","13",33155,"Macon, GA",34,32.82222222,-83.56194444,
"MAC","Macon Downtown","Macon, GA",34,"United States","US","Georgia","GA","13",33155,"Macon, GA",34,32.82166667,-83.56194444,
"MAC","Macon Downtown","Macon, GA",34,"United States","US","Georgia","GA","13",33155,"Macon, GA",34,32.82222222,-83.56194444,
"MAC","Macon Downtown","Macon, GA",34,"United States","US","Georgia","GA","13",33155,"Macon, GA",34,32.82166667,-83.56194444,
"MAD","Barajas","Madrid, Spain",482,"Spain","ES","","","",31584,"Madrid, Spain",482,40.47361111,-3.56111111,
"MAD","Barajas","Madrid, Spain",482,"Spain","ES","","","",31584,"Madrid, Spain",482,40.49555556,-3.56000000,
"MAD","Adolfo Suarez Madrid Barajas","Madrid, Spain",482,"Spain","ES","","","",31584,"Madrid, Spain",482,40.49555556,-3.56000000,
"MAD","Barajas","Madrid, Spain",482,"Spain","ES","","","",31584,"Madrid, Spain",482,40.49555556,-3.56000000,
"MAD","Adolfo Suarez Madrid Barajas","Madrid, Spain",482,"Spain","ES","","","",31584,"Madrid, Spain",482,40.49555556,-3.56000000,
"MAE","Madera Municipal","Madera, CA",91,"United States","US","California","CA","06",33157,"Madera, CA",91,36.98777778,-120.11055556,
"MAE","Madera Municipal","Madera, CA",91,"United States","US","California","CA","06",33157,"Madera, CA",91,36.98861111,-120.11250000,
"MAE","Madera Municipal","Madera, CA",91,"United States","US","California","CA","06",33157,"Madera, CA",91,36.98638889,-120.11250000,
"MAE","Madera Municipal","Madera, CA",91,"United States","US","California","CA","06",33157,"Madera, CA",91,36.98861111,-120.11250000,
"MAE","Madera Municipal","Madera, CA",91,"United States","US","California","CA","06",33157,"Madera, CA",91,36.98638889,-120.11250000,
"MAF","Midland Regional Air Trml","Midland/Odessa, TX",74,"United States","US","Texas","TX","48",33158,"Midland/Odessa, TX",74,31.94083333,-102.20138889,
"MAF","Midland International","Midland/Odessa, TX",74,"United States","US","Texas","TX","48",33158,"Midland/Odessa, TX",74,31.94250000,-102.20194444,
"MAF","Midland International Air and Space Port","Midland/Odessa, TX",74,"United States","US","Texas","TX","48",33158,"Midland/Odessa, TX",74,31.94250000,-102.20194444,
"MAF","Midland International","Midland/Odessa, TX",74,"United States","US","Texas","TX","48",33158,"Midland/Odessa, TX",74,31.94250000,-102.20194444,
"MAF","Midland International Air and Space Port","Midland/Odessa, TX",74,"United States","US","Texas","TX","48",33158,"Midland/Odessa, TX",74,31.94250000,-102.20194444,
"MAG","Madang Airport","Madang, Papua New Guinea",804,"Papua New Guinea","PG","","","",33159,"Madang, Papua New Guinea",804,-5.20916667,145.78166667,
"MAG","Madang Airport","Madang, Papua New Guinea",804,"Papua New Guinea","PG","","","",33159,"Madang, Papua New Guinea",804,-5.20861111,145.78777778,
"MAH","Menorca","Mahon, Spain",482,"Spain","ES","","","",33160,"Mahon, Spain",482,39.86138889,4.21527778,
"MAH","Menorca","Mahon, Spain",482,"Spain","ES","","","",33160,"Mahon, Spain",482,39.86250000,4.21861111,
"MAI","Mangochi Airport","Mangochi, Malawi",542,"Malawi","MW","","","",33161,"Mangochi, Malawi",542,-14.48555556,35.26111111,
"MAI","Mangochi Airport","Mangochi, Malawi",542,"Malawi","MW","","","",33161,"Mangochi, Malawi",542,-14.48944444,35.26222222,
"MAJ","Marshall Islands International","Majuro, Marshall Islands District (TTPI)",843,"Marshall Islands District (TTPI)","","","","",33162,"Majuro, Marshall Islands District (TTPI)",843,7.06472222,171.27472222,
"MAJ","Marshall Islands International","Majuro, Marshall Islands",844,"Marshall Islands","MH","","","",33162,"Majuro, Marshall Islands",844,7.06472222,171.27472222,
"MAJ","Marshall Islands International","Majuro, Marshall Islands",844,"Marshall Islands","MH","","","",33162,"Majuro, Marshall Islands",844,7.06500000,171.27194444,
"MAK","Malakal Airport","Malakal, Sudan",583,"Sudan","SD","","","",33163,"Malakal, Sudan",583,9.55555556,31.64444444,
"MAK","Malakal Airport","Malakal, South Sudan",501,"South Sudan","SS","","","",33163,"Malakal, South Sudan",501,9.55888889,31.65222222,
"MAM","Matamoros International","Matamoros, Mexico",148,"Mexico","MX","","","",33164,"Matamoros, Mexico",148,25.77027778,-97.52361111,
"MAM","General Servando Canales International","Matamoros, Mexico",148,"Mexico","MX","","","",33164,"Matamoros, Mexico",148,25.77000000,-97.52527778,
"MAM","General Servando Canales International","Matamoros, Mexico",148,"Mexico","MX","","","",33164,"Matamoros, Mexico",148,25.77000000,-97.52500000,
"MAM","General Servando Canales International","Matamoros, Mexico",148,"Mexico","MX","","","",33164,"Matamoros, Mexico",148,25.77000000,-97.52527778,
"MAM","General Servando Canales International","Matamoros, Mexico",148,"Mexico","MX","","","",33164,"Matamoros, Mexico",148,25.77000000,-97.52500000,
"MAN","Manchester Airport","Manchester, United Kingdom",493,"United Kingdom","GB","","","",33165,"Manchester, United Kingdom",493,53.35333333,-2.27666667,
"MAN","Manchester Airport","Manchester, United Kingdom",493,"United Kingdom","GB","","","",33165,"Manchester, United Kingdom",493,53.35388889,-2.27500000,
"MAN","Manchester Airport","Manchester, United Kingdom",493,"United Kingdom","GB","","","",33165,"Manchester, United Kingdom",493,53.34722222,-2.28388889,
"MAN","Manchester Airport","Manchester, United Kingdom",493,"United Kingdom","GB","","","",33165,"Manchester, United Kingdom",493,53.35388889,-2.27500000,
"MAN","Manchester Airport","Manchester, United Kingdom",493,"United Kingdom","GB","","","",33165,"Manchester, United Kingdom",493,53.34722222,-2.28388889,
"MAO","Eduardo Gomes International","Manaus, Brazil",316,"Brazil","BR","","","",33166,"Manaus, Brazil",316,-3.03916667,-60.05000000,
"MAO","Eduardo Gomes International","Manaus, Brazil",316,"Brazil","BR","","","",33166,"Manaus, Brazil",316,-3.03861111,-60.04972222,
"MAP","Mamai Airport","Mamai, Papua New Guinea",804,"Papua New Guinea","PG","","","",33167,"Mamai, Papua New Guinea",804,-10.30000000,149.53333333,
"MAQ","Mae Sot Airport","Mae Sot, Thailand",782,"Thailand","TH","","","",36438,"Mae Sot, Thailand",782,16.69972222,98.54500000,
"MAQ","Mae Sot Airport","Mae Sot, Thailand",782,"Thailand","TH","","","",36438,"Mae Sot, Thailand",782,16.69972222,98.54361111,
"MAQ","Mae Sot Airport","Mae Sot, Thailand",782,"Thailand","TH","","","",36438,"Mae Sot, Thailand",782,16.69972222,98.54500000,
"MAQ","Mae Sot Airport","Mae Sot, Thailand",782,"Thailand","TH","","","",36438,"Mae Sot, Thailand",782,16.69972222,98.54361111,
"MAR","La Chinita International","Maracaibo, Venezuela",388,"Venezuela","VE","","","",33169,"Maracaibo, Venezuela",388,10.56111111,-71.72555556,
"MAR","La Chinita International","Maracaibo, Venezuela",388,"Venezuela","VE","","","",33169,"Maracaibo, Venezuela",388,10.55833333,-71.72777778,
"MAS","Momote","Manus Island, Papua New Guinea",804,"Papua New Guinea","PG","","","",33170,"Manus Island, Papua New Guinea",804,-2.05666667,147.42444444,
"MAS","Momote","Manus Island, Papua New Guinea",804,"Papua New Guinea","PG","","","",33170,"Manus Island, Papua New Guinea",804,-2.06194444,147.42416667,
"MAT","Matadi Tshimpi","Matadi, Congo (Kinshasa)",517,"Congo (Kinshasa)","CD","","","",33171,"Matadi, Congo (Kinshasa)",517,-5.79833333,13.44166667,
"MAT","Matadi Tshimpi","Matadi, Congo (Kinshasa)",517,"Congo (Kinshasa)","CD","","","",33171,"Matadi, Congo (Kinshasa)",517,-5.79972222,13.44027778,
"MAU","Maupiti Fr. Polynesia","Maupiti, French Polynesia",823,"French Polynesia","PF","","","",33172,"Maupiti, French Polynesia",823,-16.43333333,-152.25000000,
"MAW","Malden Municipal","Malden, MO",64,"United States","US","Missouri","MO","29",33173,"Malden, MO",64,36.60055556,-89.99222222,
"MAW","Malden Regional","Malden, MO",64,"United States","US","Missouri","MO","29",33173,"Malden, MO",64,36.59833333,-89.99250000,
"MAX","Matam Ouro Sogui","Matam, Senegal",569,"Senegal","SN","","","",33174,"Matam, Senegal",569,15.59305556,-13.32361111,
"MAX","Matam Ouro Sogui","Matam, Senegal",569,"Senegal","SN","","","",33174,"Matam, Senegal",569,15.59500000,-13.32361111,
"MAY","Clarence A Bain","Mangrove Cay, The Bahamas",204,"The Bahamas","BS","","","",33175,"Mangrove Cay, The Bahamas",204,24.28972222,-77.68027778,
"MAY","Clarence A Bain","Mangrove Cay, The Bahamas",204,"The Bahamas","BS","","","",33175,"Mangrove Cay, The Bahamas",204,24.28750000,-77.68222222,
"MAY","Clarence A Bain","Mangrove Cay, The Bahamas",204,"The Bahamas","BS","","","",33175,"Mangrove Cay, The Bahamas",204,24.28777778,-77.68472222,
"MAY","Clarence A Bain","Mangrove Cay, The Bahamas",204,"The Bahamas","BS","","","",33175,"Mangrove Cay, The Bahamas",204,24.28777778,-77.68444444,
"MAY","Clarence A Bain","Mangrove Cay, The Bahamas",204,"The Bahamas","BS","","","",33175,"Mangrove Cay, The Bahamas",204,24.28777778,-77.68472222,
"MAY","Clarence A Bain","Mangrove Cay, The Bahamas",204,"The Bahamas","BS","","","",33175,"Mangrove Cay, The Bahamas",204,24.28777778,-77.68444444,
"MAZ","Mayaguez Airport","Mayaguez, Puerto Rico",268,"Puerto Rico","PR","","","",33176,"Mayaguez, Puerto Rico",268,18.25777778,-67.14888889,
"MAZ","Eugenio Maria de Hostos","Mayaguez, PR",3,"United States","US","Puerto Rico","PR","72",33176,"Mayaguez, PR",3,18.25777778,-67.14861111,
"MAZ","Eugenio Maria de Hostos","Mayaguez, PR",3,"United States","US","Puerto Rico","PR","72",33176,"Mayaguez, PR",3,18.25555556,-67.14833333,
"MBA","Mombasa Moi International","Mombasa, Kenya",535,"Kenya","KE","","","",33177,"Mombasa, Kenya",535,-4.03138889,39.59305556,
"MBA","Mombasa Moi International","Mombasa, Kenya",535,"Kenya","KE","","","",33177,"Mombasa, Kenya",535,-4.02638889,39.59916667,
"MBA","Mombasa Moi International","Mombasa, Kenya",535,"Kenya","KE","","","",33177,"Mombasa, Kenya",535,-4.03083333,39.59694444,
"MBA","Mombasa Moi International","Mombasa, Kenya",535,"Kenya","KE","","","",33177,"Mombasa, Kenya",535,-4.02638889,39.59916667,
"MBA","Mombasa Moi International","Mombasa, Kenya",535,"Kenya","KE","","","",33177,"Mombasa, Kenya",535,-4.03083333,39.59694444,
"MBE","Monbetsu Airport","Monbetsu, Japan",736,"Japan","JP","","","",36575,"Monbetsu, Japan",736,44.30388889,143.40416667,
"MBH","Maryborough Airport","Maryborough, Australia",802,"Australia","AU","","","",33178,"Maryborough, Australia",802,-25.51666667,152.71333333,
"MBH","Maryborough Airport","Maryborough, Australia",802,"Australia","AU","","","",33178,"Maryborough, Australia",802,-25.51333333,152.71500000,
"MBH","Maryborough Qld","Maryborough, Australia",802,"Australia","AU","","","",33178,"Maryborough, Australia",802,-25.51333333,152.71500000,
"MBH","Maryborough Airport","Maryborough, Australia",802,"Australia","AU","","","",33178,"Maryborough, Australia",802,-25.51333333,152.71500000,
"MBH","Maryborough Qld","Maryborough, Australia",802,"Australia","AU","","","",33178,"Maryborough, Australia",802,-25.51333333,152.71500000,
"MBI","Mbeya Airport","Mbeya, Tanzania",585,"Tanzania","TZ","","","",33179,"Mbeya, Tanzania",585,-8.91472222,33.46194444,
"MBI","Mbeya Airport","Mbeya, Tanzania",585,"Tanzania","TZ","","","",33179,"Mbeya, Tanzania",585,-8.91500000,33.45666667,
